date,bowl,team_a,team_b,away_team,home_team,neutral_site,favorite,dk_spread,dk_total,adv_stats_coverage,model_home_margin,model_home_winprob,model_margin_fav,model_winprob_fav,fastai_winprob_fav,ensemble_winprob_fav,edge_vs_spread,pick_against_spread,massey_margin_fav,massey_edge_vs_spread,rf_total,rf_margin_fav,sp_plus_diff,fpi_diff,elo_diff,srs_diff,away_norm,home_norm,your_home_spread,dk_home_spread,lineopen,line,road,home,linehow,linedokter,linebihl,linemidweek,linekeep,linecong,linebillings,lineharville,linebig200,linepiratings,linepimean,linepibias,linefei,linerwp,linemassey,lineclean,linecraig,linedonchess,linefluker,linesag,linesagpred,linesaggm,linesagr,lineversus,linedwig,linefpi,linetalis,linecfp,linepig,linefidler,neutral,linekerns,linel2,linepfz,linemoore,lineelo,lineborn,linelaz,linekam,linel2hf,linepayne,linepaynep,linepaynewl,lineteamrank,linelog,linecons,lineloud,linecurry,linedunk,linewayward,linedoi,lineargh,lineround,lineavg,linestd,linemedian,phcover,phwin,lineca,lineopen_road_aligned,lineopen_home_spread,line_road_aligned,line_home_spread,linehow_road_aligned,linehow_home_spread,linedokter_road_aligned,linedokter_home_spread,linebihl_road_aligned,linebihl_home_spread,linemidweek_road_aligned,linemidweek_home_spread,linekeep_road_aligned,linekeep_home_spread,linecong_road_aligned,linecong_home_spread,linebillings_road_aligned,linebillings_home_spread,lineharville_road_aligned,lineharville_home_spread,linebig200_road_aligned,linebig200_home_spread,linepiratings_road_aligned,linepiratings_home_spread,linepimean_road_aligned,linepimean_home_spread,linepibias_road_aligned,linepibias_home_spread,linefei_road_aligned,linefei_home_spread,linerwp_road_aligned,linerwp_home_spread,linemassey_road_aligned,linemassey_home_spread,lineclean_road_aligned,lineclean_home_spread,linecraig_road_aligned,linecraig_home_spread,linedonchess_road_aligned,linedonchess_home_spread,linefluker_road_aligned,linefluker_home_spread,linesag_road_aligned,linesag_home_spread,linesagpred_road_aligned,linesagpred_home_spread,linesaggm_road_aligned,linesaggm_home_spread,linesagr_road_aligned,linesagr_home_spread,lineversus_road_aligned,lineversus_home_spread,linedwig_road_aligned,linedwig_home_spread,linefpi_road_aligned,linefpi_home_spread,linetalis_road_aligned,linetalis_home_spread,linecfp_road_aligned,linecfp_home_spread,linepig_road_aligned,linepig_home_spread,linefidler_road_aligned,linefidler_home_spread,linekerns_road_aligned,linekerns_home_spread,linel2_road_aligned,linel2_home_spread,linepfz_road_aligned,linepfz_home_spread,linemoore_road_aligned,linemoore_home_spread,lineelo_road_aligned,lineelo_home_spread,lineborn_road_aligned,lineborn_home_spread,linelaz_road_aligned,linelaz_home_spread,linekam_road_aligned,linekam_home_spread,linel2hf_road_aligned,linel2hf_home_spread,linepayne_road_aligned,linepayne_home_spread,linepaynep_road_aligned,linepaynep_home_spread,linepaynewl_road_aligned,linepaynewl_home_spread,lineteamrank_road_aligned,lineteamrank_home_spread,linelog_road_aligned,linelog_home_spread,linecons_road_aligned,linecons_home_spread,lineloud_road_aligned,lineloud_home_spread,linecurry_road_aligned,linecurry_home_spread,linedunk_road_aligned,linedunk_home_spread,linewayward_road_aligned,linewayward_home_spread,linedoi_road_aligned,linedoi_home_spread,lineargh_road_aligned,lineargh_home_spread,lineround_road_aligned,lineround_home_spread,lineavg_road_aligned,lineavg_home_spread,linemedian_road_aligned,linemedian_home_spread,lineca_road_aligned,lineca_home_spread,edge_vs_dk,abs_edge_vs_dk,open_home_spread,current_home_spread,consensus_mean_home,consensus_median_home,consensus_std,move_from_open,z_vs_consensus,sign_conflict,flag_high_dispersion,flag_outlier,flag_big_move,robust_edge,agreement_rate,disagree_sources,clv_direction,your_vs_median,your_vs_linesag,your_vs_linemassey,your_vs_lineelo,your_vs_linefei,your_vs_linefpi,tier,tier_reasons,flags,total_pick,total_edge
2025-12-23,Boca Raton Bowl,Toledo,Louisville,Toledo,Louisville,True,Louisville,-6.5,45.5,1.0,3.28,0.4797,3.28,0.4797,,0.4797,-3.22,Toledo,10.97,4.47,,0.8,0.7,3.06,-11.0,0.0,toledo,louisville,-3.28,-6.5,9.5,7.0,Toledo,Louisville,3.0,,5.94,7.0,1.04,7.66,10.766,9.48,,,,,,5.92,12.87,1.5,,10.3,,8.02,7.83,11.82,4.84,6.05,5.0,,4.01,,,3.49,1.0,8.05,5.439521435,-1.19,0.54,2.712957008,,0.201,7.1135,12.967731667,,,,6.9,1.9057359992,10.15,,,6.251,5.14,8.5,,,5.9781326148,3.5613213483,5.995,0.4822423103,0.6428447522,7.0,9.5,-9.5,7.0,-7.0,3.0,-3.0,,,5.94,-5.94,7.0,-7.0,1.04,-1.04,7.66,-7.66,10.766,-10.766,9.48,-9.48,,,,,,,,,,,5.92,-5.92,12.87,-12.87,1.5,-1.5,,,10.3,-10.3,,,8.02,-8.02,7.83,-7.83,11.82,-11.82,4.84,-4.84,6.05,-6.05,5.0,-5.0,,,4.01,-4.01,,,,,3.49,-3.49,8.05,-8.05,5.439521435,-5.439521435,-1.19,1.19,0.54,-0.54,2.712957008,-2.712957008,,,0.201,-0.201,7.1135,-7.1135,12.967731667,-12.967731667,,,,,,,6.9,-6.9,1.9057359992,-1.9057359992,10.15,-10.15,,,,,6.251,-6.251,5.14,-5.14,8.5,-8.5,,,,,5.9781326148,-5.9781326148,5.995,-5.995,7.0,-7.0,3.22,3.22,-9.5,-7.0,-5.9781326148,-5.995,3.5613213483,2.5,0.7576212172170187,False,False,False,False,0.9041587896967147,0.3333333333333333,"linesag_home_spread, linemassey_home_spread",TOWARD_YOU,2.7150000000000003,4.74,9.59,-0.5670429919999997,,,B,AGREE=0.33,,,
2025-12-23,Frisco Bowl,UNLV,Ohio,UNLV,Ohio,True,UNLV,-5.5,65.5,1.0,2.92,0.6213,-2.92,0.3787,,0.3787,-8.42,Ohio,-4.29,-9.79,,-0.7,8.4,3.76,91.0,3.4,unlv,ohio,-2.92,5.5,-4.0,-5.0,UNLV,Ohio,-6.5,,-5.62,-5.0,-8.94,1.74,-8.871,-2.98,,,,,,-4.6,-4.59,1.0,,-3.5,,-5.04,-4.91,-5.16,-5.65,-5.82,-7.0,,-6.3,,,-5.17,1.0,-6.65,-6.317899632,-1.21,-2.52,-5.009477106,,-0.057,-7.7631,0.9987926226,,,,-3.6,-1.055721565,-8.75,,,-8.396,-6.33,-3.0,,,-4.917149225,2.7432553613,-5.165,0.5014473312,0.3805418587,-5.0,-4.0,4.0,-5.0,5.0,-6.5,6.5,,,-5.62,5.62,-5.0,5.0,-8.94,8.94,1.74,-1.74,-8.871,8.871,-2.98,2.98,,,,,,,,,,,-4.6,4.6,-4.59,4.59,1.0,-1.0,,,-3.5,3.5,,,-5.04,5.04,-4.91,4.91,-5.16,5.16,-5.65,5.65,-5.82,5.82,-7.0,7.0,,,-6.3,6.3,,,,,-5.17,5.17,-6.65,6.65,-6.317899632,6.317899632,-1.21,1.21,-2.52,2.52,-5.009477106,5.009477106,,,-0.057,0.057,-7.7631,7.7631,0.9987926226,-0.9987926226,,,,,,,-3.6,3.6,-1.055721565,1.055721565,-8.75,8.75,,,,,-8.396,8.396,-6.33,6.33,-3.0,3.0,,,,,-4.917149225,4.917149225,-5.165,5.165,-5.0,5.0,-8.42,8.42,4.0,5.0,4.917149225,5.165,2.7432553613,1.0,-2.856879215679745,False,False,True,False,3.0693460473216208,1.0,,AWAY_FROM_YOU,-8.085,-7.96,-7.51,-7.929477106,,,X-REVIEW,OUTLIER_Z=-2.86|AGREE=1.00,OUTLIER,,
2025-12-23,New Orleans Bowl,Western Kentucky,Southern Miss,Western Kentucky,Southern Miss,True,Western Kentucky,-4.5,57.5,1.0,2.85,0.672,-2.85,0.328,,0.328,-7.35,Southern Miss,10.74,6.24,,-2.99,5.3,-0.84,104.0,2.9,westernkentucky,southernmiss,-2.85,4.5,-3.0,-4.0,Western Kentucky,Southern Miss.,-4.0,,-2.0,-4.0,-4.89,-6.91,-7.397,-5.55,,,,,,-2.24,-8.31,-8.5,,-2.2,,-2.47,-3.05,-1.7,-2.95,-4.87,-4.0,,-4.62,,,-2.25,1.0,5.875,-2.349120801,-2.96,2.45,-4.979566329,,0.026,-3.9179,-9.674244667,,,,-3.1,-0.557103916,-4.9,,,2.238,-5.51,0.5,,,-3.151152904,3.1499989326,-3.075,0.5147913044,0.4231002617,-4.0,-3.0,3.0,-4.0,4.0,-4.0,4.0,,,-2.0,2.0,-4.0,4.0,-4.89,4.89,-6.91,6.91,-7.397,7.397,-5.55,5.55,,,,,,,,,,,-2.24,2.24,-8.31,8.31,-8.5,8.5,,,-2.2,2.2,,,-2.47,2.47,-3.05,3.05,-1.7,1.7,-2.95,2.95,-4.87,4.87,-4.0,4.0,,,-4.62,4.62,,,,,-2.25,2.25,5.875,-5.875,-2.349120801,2.349120801,-2.96,2.96,2.45,-2.45,-4.979566329,4.979566329,,,0.026,-0.026,-3.9179,3.9179,-9.674244667,9.674244667,,,,,,,-3.1,3.1,-0.557103916,0.557103916,-4.9,4.9,,,,,2.238,-2.238,-5.51,5.51,0.5,-0.5,,,,,-3.151152904,3.151152904,-3.075,3.075,-4.0,4.0,-7.35,7.35,3.0,4.0,3.151152904,3.075,3.1499989326,1.0,-1.9051285515981637,False,False,False,False,2.3333341240002676,0.3333333333333333,"linemassey_home_spread, lineelo_home_spread",AWAY_FROM_YOU,-5.925000000000001,-5.32,-11.16,-7.829566329,,,B,AGREE=0.33,,,
2025-12-24,Hawai'i Bowl,California,Hawai'i,California,Hawai'i,False,California,-1.5,54.5,1.0,2.59,0.5545,-2.59,0.4455,,0.4455,-4.09,Hawai'i,11.92,10.42,,0.73,-3.0,1.01,-70.0,-2.0,california,hawaii,-2.59,1.5,-2.5,-1.5,California,Hawaii,5.5,,3.04,-1.5,-1.97,1.79,-4.248,-4.92,,,,,,2.06,-5.54,-5.5,,-1.5,,0.05,-1.08,0.92,-0.02,2.38,-1.0,,-0.05,,,-1.75,1.0,-0.575,1.6298480684,3.01,-2.0,2.599491893,,-0.092,-6.4797,11.513828735,,,,-2.7,-0.82017336,-0.35,,,-0.46,0.36,5.0,,,-0.396512001,2.9991108734,-0.221,0.5192424581,0.4902467431,-1.5,-2.5,2.5,-1.5,1.5,5.5,-5.5,,,3.04,-3.04,-1.5,1.5,-1.97,1.97,1.79,-1.79,-4.248,4.248,-4.92,4.92,,,,,,,,,,,2.06,-2.06,-5.54,5.54,-5.5,5.5,,,-1.5,1.5,,,0.05,-0.05,-1.08,1.08,0.92,-0.92,-0.02,0.02,2.38,-2.38,-1.0,1.0,,,-0.05,0.05,,,,,-1.75,1.75,-0.575,0.575,1.6298480684,-1.6298480684,3.01,-3.01,-2.0,2.0,2.599491893,-2.599491893,,,-0.092,0.092,-6.4797,6.4797,11.513828735,-11.513828735,,,,,,,-2.7,2.7,-0.82017336,0.82017336,-0.35,0.35,,,,,-0.46,0.46,0.36,-0.36,5.0,-5.0,,,,,-0.396512001,0.396512001,-0.221,0.221,-1.5,1.5,-4.09,4.09,2.5,1.5,0.396512001,0.221,2.9991108734,-1.0,-0.9957991308318265,False,False,False,False,1.3637375117657096,0.6666666666666666,linemassey_home_spread,TOWARD_YOU,-2.811,-2.54,-8.129999999999999,0.009491893000000307,,,A,AGREE=0.67,,,
2025-12-26,First Responder Bowl,Florida International,UTSA,Florida International,UTSA,True,UTSA,-9.5,59.5,1.0,2.77,0.6595,2.77,0.6595,,0.6595,-6.73,Florida International,9.65,0.15,,1.45,12.0,12.04,242.0,11.7,fiu,utsa,-2.77,-9.5,8.5,8.5,Florida Intl.,Texas-San Antonio,3.0,,9.3,8.5,11.19,13.54,6.392,7.7,,,,,,5.57,14.22,7.0,,9.7,,10.37,11.85,11.57,8.45,12.26,10.0,,10.81,,,8.64,1.0,35.7,12.146507515,4.93,5.48,5.571917626,,0.119,9.0496,20.156187207,,,,10.4,0.788476872,6.65,,,12.138,10.98,14.0,,,9.9575675047,5.8913929671,9.85,0.5248077693,0.7210739624,8.5,8.5,-8.5,8.5,-8.5,3.0,-3.0,,,9.3,-9.3,8.5,-8.5,11.19,-11.19,13.54,-13.54,6.392,-6.392,7.7,-7.7,,,,,,,,,,,5.57,-5.57,14.22,-14.22,7.0,-7.0,,,9.7,-9.7,,,10.37,-10.37,11.85,-11.85,11.57,-11.57,8.45,-8.45,12.26,-12.26,10.0,-10.0,,,10.81,-10.81,,,,,8.64,-8.64,35.7,-35.7,12.146507515,-12.146507515,4.93,-4.93,5.48,-5.48,5.571917626,-5.571917626,,,0.119,-0.119,9.0496,-9.0496,20.156187207,-20.156187207,,,,,,,10.4,-10.4,0.788476872,-0.788476872,6.65,-6.65,,,,,12.138,-12.138,10.98,-10.98,14.0,-14.0,,,,,9.9575675047,-9.9575675047,9.85,-9.85,8.5,-8.5,6.73,6.73,-8.5,-8.5,-9.9575675047,-9.85,5.8913929671,0.0,1.2200115566621308,False,True,False,False,1.1423444400302496,0.3333333333333333,"linesag_home_spread, linemassey_home_spread",NEUTRAL,7.08,7.6,11.450000000000001,2.8019176260000003,,,B,HIGH_STD=5.89|AGREE=0.33,HIGH_STD,,
2025-12-26,GameAbove Sports Bowl,Central Michigan,Northwestern,Central Michigan,Northwestern,True,Northwestern,-10.5,43.5,1.0,2.69,0.5214,2.69,0.5214,,0.5214,-7.81,Central Michigan,15.72,5.22,,0.16,6.3,13.01,240.0,9.1,centralmichigan,northwestern,-2.69,-10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8100000000000005,7.8100000000000005,,,,,,,,False,False,False,False,,,,,,,,,,,A,,,,
2025-12-26,Rate Bowl,New Mexico,Minnesota,New Mexico,Minnesota,True,Minnesota,-2.5,45.5,1.0,2.65,0.5481,2.65,0.5481,,0.5481,0.15,Minnesota,19.15,16.65,,-2.53,-0.2,2.79,0.0,-0.7,newmexico,minnesota,-2.65,-2.5,3.0,2.5,New Mexico,Minnesota,-4.5,,0.27,2.5,0.18,14.68,2.664,8.56,,,,,,0.37,11.41,0.5,,2.2,,8.44,8.85,7.6,9.82,3.3,6.0,,0.51,,,7.42,1.0,-2.1,-0.340259401,0.69,3.25,0.608899505,,0.082,5.2301,7.909524405,,,,8.9,0.2740516076,-0.2345,,,5.207,2.03,2.5,,,3.8032413368,4.486390917,2.582,0.5224844488,0.5908409282,2.5,3.0,-3.0,2.5,-2.5,-4.5,4.5,,,0.27,-0.27,2.5,-2.5,0.18,-0.18,14.68,-14.68,2.664,-2.664,8.56,-8.56,,,,,,,,,,,0.37,-0.37,11.41,-11.41,0.5,-0.5,,,2.2,-2.2,,,8.44,-8.44,8.85,-8.85,7.6,-7.6,9.82,-9.82,3.3,-3.3,6.0,-6.0,,,0.51,-0.51,,,,,7.42,-7.42,-2.1,2.1,-0.340259401,0.340259401,0.69,-0.69,3.25,-3.25,0.608899505,-0.608899505,,,0.082,-0.082,5.2301,-5.2301,7.909524405,-7.909524405,,,,,,,8.9,-8.9,0.2740516076,-0.2740516076,-0.2345,0.2345,,,,,5.207,-5.207,2.03,-2.03,2.5,-2.5,,,,,3.8032413368,-3.8032413368,2.582,-2.582,2.5,-2.5,-0.1499999999999999,0.1499999999999999,-3.0,-2.5,-3.8032413368,-2.582,4.486390917,0.5,0.25705324349469755,False,True,False,False,0.03343444714806602,0.6666666666666666,lineelo_home_spread,TOWARD_YOU,-0.06800000000000006,5.789999999999999,8.76,-2.041100495,,,C,HIGH_STD=4.49|AGREE=0.67,HIGH_STD,,
2025-12-27,Arizona Bowl,Miami (OH),Fresno State,Miami (OH),Fresno State,True,Fresno State,-4.5,42.5,1.0,2.7,0.6625,2.7,0.6625,,0.6625,-1.8,Miami (OH),6.55,2.05,,1.28,1.8,-2.23,27.0,-0.7,miamioh,fresnostate,-2.7,-4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7999999999999998,1.7999999999999998,,,,,,,,False,False,False,False,,,,,,,,,,,C,,,,
2025-12-27,Fenway Bowl,UConn,Army,UConn,Army,True,Army,-8.5,44.5,1.0,2.82,0.5439,2.82,0.5439,,0.5439,-5.68,UConn,12.63,4.13,,1.93,-8.8,-3.72,-50.0,-2.2,uconn,army,-2.82,-8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.68,5.68,,,,,,,,False,False,False,False,,,,,,,,,,,A,,,,
2025-12-27,Gator Bowl,Virginia,Missouri,Virginia,Missouri,True,Missouri,-7.0,47.5,1.0,3.14,0.3115,3.14,0.3115,,0.3115,-3.86,Virginia,10.34,3.34,,0.1,4.4,7.44,144.0,3.2,virginia,missouri,-3.14,-7.0,7.0,6.5,Virginia,Missouri,-3.0,,2.83,6.5,4.02,10.52,5.333,4.37,,,,,,1.49,9.18,9.5,,7.0,,5.92,5.25,4.16,9.41,5.54,8.0,,3.63,,,8.36,1.0,10.475,4.636702493,2.87,4.39,8.417849229,,0.021,1.3061,7.8483489974,,,,7.2,0.8950133056,1.05,,,11.985,5.16,7.5,,,5.5508217241,3.4728032922,5.2915,0.4834949777,0.6331862375,6.5,7.0,-7.0,6.5,-6.5,-3.0,3.0,,,2.83,-2.83,6.5,-6.5,4.02,-4.02,10.52,-10.52,5.333,-5.333,4.37,-4.37,,,,,,,,,,,1.49,-1.49,9.18,-9.18,9.5,-9.5,,,7.0,-7.0,,,5.92,-5.92,5.25,-5.25,4.16,-4.16,9.41,-9.41,5.54,-5.54,8.0,-8.0,,,3.63,-3.63,,,,,8.36,-8.36,10.475,-10.475,4.636702493,-4.636702493,2.87,-2.87,4.39,-4.39,8.417849229,-8.417849229,,,0.021,-0.021,1.3061,-1.3061,7.8483489974,-7.8483489974,,,,,,,7.2,-7.2,0.8950133056,-0.8950133056,1.05,-1.05,,,,,11.985,-11.985,5.16,-5.16,7.5,-7.5,,,,,5.5508217241,-5.5508217241,5.2915,-5.2915,6.5,-6.5,3.86,3.86,-7.0,-6.5,-5.5508217241,-5.2915,3.4728032922,0.5,0.6942004833716796,False,False,False,False,1.1114939935324448,0.3333333333333333,"linemassey_home_spread, lineelo_home_spread",TOWARD_YOU,2.1515,2.78,6.039999999999999,5.277849228999999,,,B,AGREE=0.33,,,
2025-12-27,Military Bowl,Pittsburgh,East Carolina,Pittsburgh,East Carolina,True,Pittsburgh,-8.5,57.5,1.0,3.06,0.5833,-3.06,0.4167,,0.4167,-11.56,East Carolina,10.51,2.01,,-1.08,5.7,6.73,200.0,8.1,pittsburgh,eastcarolina,-3.06,8.5,-6.0,-7.0,Pittsburgh,East Carolina,-0.5,,-4.13,-7.0,-6.14,-10.44,-6.88,-9.33,,,,,,-3.19,-6.09,3.5,,-4.8,,-8.76,-8.45,-9.03,-9.76,-5.75,-6.0,,-4.75,,,-5.31,1.0,-2.025,-5.254636584,6.67,-0.46,-4.086359493,,-0.082,-6.4584,-5.012355654,,,,-7.6,-0.263468724,-3.801,,,-4.789,-3.79,-1.5,,,-4.632879869,3.8433756921,-5.027318292,0.5409949021,0.3887449218,-7.0,-6.0,6.0,-7.0,7.0,-0.5,0.5,,,-4.13,4.13,-7.0,7.0,-6.14,6.14,-10.44,10.44,-6.88,6.88,-9.33,9.33,,,,,,,,,,,-3.19,3.19,-6.09,6.09,3.5,-3.5,,,-4.8,4.8,,,-8.76,8.76,-8.45,8.45,-9.03,9.03,-9.76,9.76,-5.75,5.75,-6.0,6.0,,,-4.75,4.75,,,,,-5.31,5.31,-2.025,2.025,-5.254636584,5.254636584,6.67,-6.67,-0.46,0.46,-4.086359493,4.086359493,,,-0.082,0.082,-6.4584,6.4584,-5.012355654,5.012355654,,,,,,,-7.6,7.6,-0.263468724,0.263468724,-3.801,3.801,,,,,-4.789,4.789,-3.79,3.79,-1.5,1.5,,,,,-4.632879869,4.632879869,-5.027318292,5.027318292,-7.0,7.0,-11.56,11.56,6.0,7.0,4.632879869,5.027318292,3.8433756921,1.0,-2.0015945578290975,False,False,True,False,3.0077725744483956,0.6666666666666666,linesag_home_spread,AWAY_FROM_YOU,-8.087318292,-11.82,-9.15,-7.146359493,,,X-REVIEW,OUTLIER_Z=-2.00|AGREE=0.67,OUTLIER,,
2025-12-27,New Mexico Bowl,North Texas,San Diego State,North Texas,San Diego State,True,North Texas,-3.0,54.5,1.0,3.2,0.5846,-3.2,0.4154,,0.4154,-6.2,San Diego State,-4.44,-7.44,,-0.92,9.2,6.4,211.0,7.9,northtexas,sandiegostate,-3.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2,6.2,,,,,,,,False,False,False,False,,,,,,,,,,,A,,,,
2025-12-27,Pinstripe Bowl,Penn State,Clemson,Penn State,Clemson,True,Clemson,-3.5,48.5,1.0,2.99,0.6802,2.99,0.6802,,0.6802,-0.51,Penn State,-0.33,-3.83,,2.73,-7.2,-7.35,-248.0,-9.0,pennstate,clemson,-2.99,-3.5,-1.0,3.5,Penn St.,Clemson,-3.0,,-6.66,3.5,-7.54,-1.92,1.25,-7.44,,,,,,-4.03,-8.47,-0.5,,2.5,,-4.5,-4.99,-5.24,-3.51,-10.53,-11.0,,-9.17,,,-3.09,1.0,-3.925,-9.499940118,0.75,2.66,-3.945146338,,-0.106,-4.6444,-8.754561018,,,,-5.9,-0.292661197,-1.75,,,0.013,-4.4,-6.5,,,-4.169582882,3.7328720614,-4.215,0.3692665586,0.3994661999,2.0,-1.0,1.0,3.5,-3.5,-3.0,3.0,,,-6.66,6.66,3.5,-3.5,-7.54,7.54,-1.92,1.92,1.25,-1.25,-7.44,7.44,,,,,,,,,,,-4.03,4.03,-8.47,8.47,-0.5,0.5,,,2.5,-2.5,,,-4.5,4.5,-4.99,4.99,-5.24,5.24,-3.51,3.51,-10.53,10.53,-11.0,11.0,,,-9.17,9.17,,,,,-3.09,3.09,-3.925,3.925,-9.499940118,9.499940118,0.75,-0.75,2.66,-2.66,-3.945146338,3.945146338,,,-0.106,0.106,-4.6444,4.6444,-8.754561018,8.754561018,,,,,,,-5.9,5.9,-0.292661197,0.292661197,-1.75,1.75,,,,,0.013,-0.013,-4.4,4.4,-6.5,6.5,,,,,-4.169582882,4.169582882,-4.215,4.215,2.0,-2.0,0.5099999999999998,0.5099999999999998,1.0,-3.5,4.169582882,4.215,3.7328720614,-4.5,-1.9179823911015115,True,False,False,True,0.1366240234359187,1.0,,TOWARD_YOU,-7.205,-7.49,-11.46,-6.935146338,,,X-REVIEW,SIGN_CONFLICT|BIG_MOVE=-4.50|AGREE=1.00,BIG_MOVE|SIGN_CONFLICT,,
2025-12-27,Pop-Tarts Bowl,Georgia Tech,BYU,Georgia Tech,BYU,True,BYU,-4.5,56.5,1.0,3.04,0.8401,3.04,0.8401,,0.8401,-1.46,Georgia Tech,2.05,-2.45,,-2.33,8.5,10.88,208.0,12.4,georgiatech,byu,-3.04,-4.5,2.5,4.5,Georgia Tech,BYU,12.0,,11.61,4.5,10.44,4.22,8.0,8.52,,,,,,9.08,8.89,8.0,,4.0,,4.57,3.59,5.33,5.42,11.2,17.0,,10.61,,,7.0,1.0,-4.625,13.072951019,12.03,11.32,15.041773596,,0.075,7.0992,20.416088959,,,,8.3,2.3256003912,8.4,,,6.537,8.78,16.5,,,8.4003641538,4.5772519364,8.46,0.5669581779,0.6937843293,5.0,2.5,-2.5,4.5,-4.5,12.0,-12.0,,,11.61,-11.61,4.5,-4.5,10.44,-10.44,4.22,-4.22,8.0,-8.0,8.52,-8.52,,,,,,,,,,,9.08,-9.08,8.89,-8.89,8.0,-8.0,,,4.0,-4.0,,,4.57,-4.57,3.59,-3.59,5.33,-5.33,5.42,-5.42,11.2,-11.2,17.0,-17.0,,,10.61,-10.61,,,,,7.0,-7.0,-4.625,4.625,13.072951019,-13.072951019,12.03,-12.03,11.32,-11.32,15.041773596,-15.041773596,,,0.075,-0.075,7.0992,-7.0992,20.416088959,-20.416088959,,,,,,,8.3,-8.3,2.3256003912,-2.3256003912,8.4,-8.4,,,,,6.537,-6.537,8.78,-8.78,16.5,-16.5,,,,,8.4003641538,-8.4003641538,8.46,-8.46,5.0,-5.0,1.46,1.46,-2.5,-4.5,-8.4003641538,-8.46,4.5772519364,-2.0,1.1710878553947188,False,True,False,False,0.31896867821269353,0.0,"linesag_home_spread, linemassey_home_spread, lineelo_home_spread",AWAY_FROM_YOU,5.420000000000001,1.5300000000000002,5.8500000000000005,12.001773596,,,X-REVIEW,HIGH_STD=4.58|AGREE=0.00,HIGH_STD,,
2025-12-27,Texas Bowl,LSU,Houston,LSU,Houston,True,Houston,-3.0,41.5,1.0,2.65,0.5479,2.65,0.5479,,0.5479,-0.35,LSU,-16.61,-19.61,,4.28,-2.9,-8.26,-211.0,-3.5,lsu,houston,-2.65,-3.0,3.0,3.0,LSU,Houston,3.0,,0.3,3.0,-3.64,-11.69,-3.839,-2.86,,,,,,3.45,-5.02,-6.5,,2.1,,-5.32,-5.77,-4.9,-6.23,-3.21,-1.0,,-1.46,,,-5.13,1.0,-8.1,-3.761634076,0.44,-4.24,-2.209484019,,-0.184,-7.122,-9.879052956,,,,-8.3,-0.73213418,-2.5515,,,-5.796,-5.88,-0.5,,,-3.53078727,3.4900893055,-3.800317038,0.3879343323,0.4143329351,2.0,3.0,-3.0,3.0,-3.0,3.0,-3.0,,,0.3,-0.3,3.0,-3.0,-3.64,3.64,-11.69,11.69,-3.839,3.839,-2.86,2.86,,,,,,,,,,,3.45,-3.45,-5.02,5.02,-6.5,6.5,,,2.1,-2.1,,,-5.32,5.32,-5.77,5.77,-4.9,4.9,-6.23,6.23,-3.21,3.21,-1.0,1.0,,,-1.46,1.46,,,,,-5.13,5.13,-8.1,8.1,-3.761634076,3.761634076,0.44,-0.44,-4.24,4.24,-2.209484019,2.209484019,,,-0.184,0.184,-7.122,7.122,-9.879052956,9.879052956,,,,,,,-8.3,8.3,-0.73213418,0.73213418,-2.5515,2.5515,,,,,-5.796,5.796,-5.88,5.88,-0.5,0.5,,,,,-3.53078727,3.53078727,-3.800317038,3.800317038,2.0,-2.0,0.3500000000000001,0.3500000000000001,-3.0,-3.0,3.53078727,3.800317038,3.4900893055,0.0,-1.7709539008814912,True,False,False,False,0.10028396678802409,1.0,,NEUTRAL,-6.450317038,-7.970000000000001,-7.67,-4.859484019,,,X-REVIEW,SIGN_CONFLICT|AGREE=1.00,SIGN_CONFLICT,,
